Customer_ID,City,Gender,Age,Subscription_Plan,Tenure_Months,Total_Orders,Avg_Order_Value,Total_Spend,Support_Tickets,Satisfaction_Score,Days_Since_Last_Purchase,Churn,Age_Group,Customer_Segment,Purchase_Risk,Support_Risk,Satisfaction_Risk,Risk_Score,Risk_Level
CUST1425,Jaipur,Male,31,Standard,47,9,346.26,3116.34,5,3.1,20,No,26-35,Low Value,0,1,0,1,Medium
CUST1426,Pune,Other,47,Standard,18,14,2049.87,28698.18,1,3.6,97,No,36-50,High Value,0,0,0,0,Low
CUST1427,Indore,Male,21,Standard,21,4,951.04,3804.16,2,5.0,68,No,18-25,Low Value,0,0,0,0,Low
CUST1428,Mumbai,Male,35,Standard,13,10,3090.69,30906.9,2,3.9,173,Yes,26-35,VIP,1,0,0,1,Medium
CUST1429,Indore,Female,54,Standard,21,9,3276.96,29492.64,1,2.9,75,No,51-60,High Value,0,0,1,1,Medium
CUST1430,Mumbai,Female,42,Basic,8,8,1047.1,8376.8,1,3.3,125,Yes,36-50,Low Value,1,0,0,1,Medium
CUST1431,Indore,Female,18,Standard,46,6,4031.84,24191.04,1,4.4,170,No,18-25,High Value,1,0,0,1,Medium
CUST1432,Bengaluru,Male,32,Premium,40,3,2156.01,6468.03,3,2.9,47,Yes,26-35,Low Value,0,1,1,2,High
CUST1433,Pune,Male,26,Standard,46,7,899.95,6299.65,1,4.6,5,No,26-35,Low Value,0,0,0,0,Low
CUST1434,Jaipur,Female,32,Standard,7,5,3509.86,17549.3,2,3.1,49,No,26-35,Medium Value,0,0,0,0,Low
CUST1435,Mumbai,Female,41,Basic,23,9,3617.89,32561.01,1,2.8,124,Yes,36-50,VIP,1,0,1,2,High
CUST1436,Jaipur,Female,21,Basic,44,11,2985.04,32835.44,2,3.2,37,No,18-25,VIP,0,0,0,0,Low
CUST1437,Jaipur,Female,29,Standard,32,8,3884.56,31076.48,1,2.1,162,Yes,26-35,VIP,1,0,1,2,High
CUST1438,Jaipur,Male,54,Premium,11,10,3396.97,33969.7,0,1.6,146,Yes,51-60,VIP,1,0,1,2,High
CUST1439,Hyderabad,Female,54,Standard,22,7,4005.26,28036.82,2,3.5,19,Yes,51-60,High Value,0,0,0,0,Low
CUST1440,Delhi,Male,60,Premium,22,9,2122.33,19100.97,3,3.5,40,No,51-60,Medium Value,0,1,0,1,Medium
CUST1441,Indore,Male,23,Standard,43,8,3439.91,27519.28,3,3.8,17,No,18-25,High Value,0,1,0,1,Medium
CUST1442,Jaipur,Male,56,Basic,25,3,4498.96,13496.88,1,3.5,99,No,51-60,Medium Value,0,0,0,0,Low
CUST1443,Indore,Male,41,Standard,22,10,3344.71,33447.1,3,5.0,93,No,36-50,VIP,0,1,0,1,Medium
CUST1444,Jaipur,Male,28,Basic,28,6,779.57,4677.42,2,3.8,42,No,26-35,Low Value,0,0,0,0,Low
CUST1445,Mumbai,Male,30,Basic,29,12,2476.94,29723.28,2,2.4,123,No,26-35,VIP,1,0,1,2,High
CUST1446,Delhi,Female,51,Premium,13,11,2766.86,30435.46,0,2.6,107,No,51-60,VIP,0,0,1,1,Medium
CUST1447,Delhi,Male,42,Standard,18,8,1031.68,8253.44,4,3.6,72,No,36-50,Low Value,0,1,0,1,Medium
CUST1448,Bengaluru,Female,24,Standard,2,10,4344.14,43441.4,1,3.2,65,No,18-25,VIP,0,0,0,0,Low
CUST1449,Hyderabad,Male,21,Basic,29,6,1037.44,6224.64,2,2.5,109,Yes,18-25,Low Value,0,0,1,1,Medium
CUST1450,Bengaluru,Male,25,Basic,21,7,1045.74,7320.18,2,3.5,53,No,18-25,Low Value,0,0,0,0,Low
CUST1451,Bengaluru,Female,37,Basic,15,5,4143.7,20718.5,0,3.6,135,Yes,36-50,High Value,1,0,0,1,Medium
CUST1452,Bengaluru,Male,46,Basic,52,9,2253.86,20284.74,0,5.0,133,No,36-50,High Value,1,0,0,1,Medium
CUST1453,Bengaluru,Male,27,Standard,27,10,565.39,5653.9,2,2.8,24,No,26-35,Low Value,0,0,1,1,Medium
CUST1454,Bengaluru,Male,60,Basic,50,9,2812.39,25311.51,1,3.2,28,No,51-60,High Value,0,0,0,0,Low
CUST1455,Pune,Male,51,Standard,31,10,2827.67,28276.7,1,5.0,62,No,51-60,High Value,0,0,0,0,Low
CUST1456,Delhi,Other,43,Basic,15,5,570.9,2854.5,1,3.9,17,No,36-50,Low Value,0,0,0,0,Low
CUST1457,Bengaluru,Male,58,Basic,51,10,4384.59,43845.9,5,2.8,20,No,51-60,VIP,0,1,1,2,High
CUST1458,Jaipur,Female,20,Basic,23,11,2584.93,28434.23,4,3.0,3,No,18-25,High Value,0,1,0,1,Medium
CUST1459,Delhi,Male,23,Standard,24,8,2651.14,21209.12,2,2.5,165,No,18-25,High Value,1,0,1,2,High
CUST1460,Delhi,Female,22,Standard,44,6,2484.48,14906.88,1,3.7,143,No,18-25,Medium Value,1,0,0,1,Medium
CUST1461,Bhopal,Female,22,Standard,13,9,2865.07,25785.63,1,4.5,51,No,18-25,High Value,0,0,0,0,Low
CUST1462,Pune,Female,40,Standard,22,10,1410.06,14100.6,0,5.0,176,No,36-50,Medium Value,1,0,0,1,Medium
CUST1463,Bengaluru,Male,26,Standard,43,10,1506.41,15064.1,2,2.3,136,Yes,26-35,Medium Value,1,0,1,2,High
CUST1464,Indore,Male,52,Basic,37,8,2447.62,19580.96,1,4.4,141,No,51-60,High Value,1,0,0,1,Medium
CUST1465,Mumbai,Male,37,Basic,33,6,3688.08,22128.48,2,3.7,176,No,36-50,High Value,1,0,0,1,Medium
CUST1466,Hyderabad,Female,59,Premium,56,11,509.43,5603.73,4,3.4,3,No,51-60,Low Value,0,1,0,1,Medium
CUST1467,Jaipur,Female,52,Standard,3,7,2834.3,19840.1,1,3.2,73,No,51-60,High Value,0,0,0,0,Low
CUST1468,Indore,Female,35,Basic,54,11,3688.47,40573.17,1,1.9,159,No,26-35,VIP,1,0,1,2,High
CUST1469,Pune,Male,34,Premium,19,5,959.05,4795.25,1,4.2,105,No,26-35,Low Value,0,0,0,0,Low
CUST1470,Mumbai,Female,41,Standard,23,8,363.09,2904.72,1,2.4,118,No,36-50,Low Value,0,0,1,1,Medium
CUST1471,Pune,Female,20,Basic,29,13,1613.4,20974.2,3,2.9,154,No,18-25,High Value,1,1,1,3,Critical
CUST1472,Jaipur,Male,49,Standard,30,9,2770.2,24931.8,4,4.0,34,No,36-50,High Value,0,1,0,1,Medium
CUST1473,Delhi,Male,52,Standard,39,8,880.79,7046.32,1,2.0,137,Yes,51-60,Low Value,1,0,1,2,High
CUST1474,Mumbai,Female,55,Standard,44,7,2089.71,14627.97,2,2.4,62,No,51-60,Medium Value,0,0,1,1,Medium
CUST1475,Delhi,Female,30,Standard,47,13,2619.75,34056.75,3,4.7,120,No,26-35,VIP,0,1,0,1,Medium
CUST1476,Jaipur,Female,42,Basic,25,6,2815.31,16891.86,1,3.7,115,No,36-50,Medium Value,0,0,0,0,Low
CUST1477,Indore,Male,26,Standard,37,7,1452.53,10167.71,2,3.0,13,No,26-35,Low Value,0,0,0,0,Low
CUST1478,Jaipur,Female,21,Standard,47,6,1980.12,11880.72,2,3.7,69,No,18-25,Medium Value,0,0,0,0,Low
CUST1479,Indore,Male,31,Premium,8,11,3569.02,39259.22,1,4.2,169,No,26-35,VIP,1,0,0,1,Medium
CUST1480,Mumbai,Male,54,Standard,42,11,4253.1,46784.1,2,4.6,77,No,51-60,VIP,0,0,0,0,Low
CUST1481,Mumbai,Male,51,Basic,58,6,3919.9,23519.4,2,2.6,1,Yes,51-60,High Value,0,0,1,1,Medium
CUST1482,Bengaluru,Female,28,Standard,16,12,2669.99,32039.88,1,2.7,89,No,26-35,VIP,0,0,1,1,Medium
CUST1483,Pune,Female,58,Basic,8,9,2023.23,18209.07,2,4.1,47,No,51-60,Medium Value,0,0,0,0,Low
CUST1484,Bengaluru,Female,20,Standard,1,5,1698.42,8492.1,3,4.2,4,No,18-25,Low Value,0,1,0,1,Medium
CUST1485,Pune,Male,45,Standard,44,9,824.82,7423.38,3,2.4,180,Yes,36-50,Low Value,1,1,1,3,Critical
CUST1486,Bengaluru,Female,46,Basic,5,4,747.52,2990.08,2,2.7,10,No,36-50,Low Value,0,0,1,1,Medium
CUST1487,Delhi,Male,26,Standard,3,5,3191.1,15955.5,0,3.4,28,No,26-35,Medium Value,0,0,0,0,Low
CUST1488,Mumbai,Female,20,Basic,1,7,1391.14,9737.98,1,3.6,121,No,18-25,Low Value,1,0,0,1,Medium
CUST1489,Indore,Male,42,Basic,4,14,1369.58,19174.12,3,3.6,126,No,36-50,Medium Value,1,1,0,2,High
CUST1490,Pune,Male,51,Standard,40,7,4492.42,31446.94,1,2.4,134,No,51-60,VIP,1,0,1,2,High
CUST1491,Jaipur,Male,29,Standard,35,6,1089.29,6535.74,3,3.6,155,No,26-35,Low Value,1,1,0,2,High
CUST1492,Pune,Male,59,Premium,32,5,921.85,4609.25,0,3.0,140,No,51-60,Low Value,1,0,0,1,Medium
CUST1493,Indore,Female,26,Standard,42,9,714.48,6430.32,2,2.6,62,No,26-35,Low Value,0,0,1,1,Medium
CUST1494,Bengaluru,Male,32,Basic,34,6,2735.18,16411.08,1,3.6,180,No,26-35,Medium Value,1,0,0,1,Medium
CUST1495,Pune,Male,57,Standard,43,7,2937.03,20559.21,2,3.5,176,No,51-60,High Value,1,0,0,1,Medium
CUST1496,Hyderabad,Female,42,Basic,25,11,1833.96,20173.56,1,4.3,67,No,36-50,High Value,0,0,0,0,Low
CUST1497,Delhi,Male,22,Premium,10,17,2548.74,43328.58,0,2.8,174,No,18-25,VIP,1,0,1,2,High
CUST1498,Mumbai,Female,28,Standard,21,6,3611.28,21667.68,0,3.8,74,No,26-35,High Value,0,0,0,0,Low
CUST1499,Indore,Female,51,Standard,46,11,3736.04,41096.44,1,2.2,95,No,51-60,VIP,0,0,1,1,Medium
CUST1500,Mumbai,Female,41,Basic,39,7,4323.23,30262.61,1,3.4,143,No,36-50,VIP,1,0,0,1,Medium
